Giro,Nombre Comercial,Razón Social,Código Scian,Actividad,Tamaño,Calle,Número Exterior,Letra Exterior,Número Interior,Letra Interior,Colonia,Código Postal,Estado,Ciudad,Teléfono,Email,Página web
Hotelería y Restaurantes,TACOS Y TORTAS LOS DE LA 14,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,14,0,SN,,,SAN ISIDRO 2,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,TAQUERIA CHEO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,14,579,,,,MANUEL AVILA CAMACHO II,97159,Yucatán,Mérida,9993251415,CHEO_TACOS@HOTMAIL.COM,
Hotelería y Restaurantes,TAQUERIA EL AMIGO LALO CHAY,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,14,140,,0,,TIXKOKOB,97470,Yucatán,Tixkokob,9998990255,,
Hotelería y Restaurantes,TAQUERIA EL GRAN TACO,,722513,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,14,0,SN,,,FERNANDO NOVELO,97784,Yucatán,Valladolid,9851241959,,
Hotelería y Restaurantes,TAQUERIA EL LIENZO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,14,610,,0,,FRACCIONAMIENTO DEL PARQUE,97160,Yucatán,Mérida,,,
Hotelería y Restaurantes,TAQUERIA EL PAISA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,14,0,SN,,,CEPEDA,97835,Yucatán,Halachó,,,
Hotelería y Restaurantes,TAQUERIA EL TACOTORRO,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,14,,SN,,,SAN ISIDRO 2,97782,Yucatán,Valladolid,9851251092,,
Hotelería y Restaurantes,TAQUERIA LA PASADITA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,14,0,SN,,,CHEMAX,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,TAQUERIA LAS TRES ESTRELLAS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,0,,CENTRO,97945,Yucatán,Tahdziú,9971297933,,
Hotelería y Restaurantes,T-BAR,PRULOPERADORES PATIO MID SA DE CV,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,14,70,,,,CHUMINOPOLIS,97158,Yucatán,Mérida,,,
Hotelería y Restaurantes,TEJEDORA SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,0,,HALACHO,97830,Yucatán,Halachó,,,
Hotelería y Restaurantes,TIA DORCAS VENTA DE DESAYUNAS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,14,173,,,,MUNA,97840,Yucatán,Muna,9971200713,,
Hotelería y Restaurantes,TITO BROS,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,14,70,,,,CHUMINOPOLIS,97158,Yucatán,Mérida,,,
Hotelería y Restaurantes,TORTAS CALIENTES,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,14,0,SN,,,FELIPE CARRILLO PUERTO,97208,Yucatán,Mérida,,,
Hotelería y Restaurantes,TORTAS Y TACOS DIMITRI,,722514,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,14,470,,0,,MAYAPAN,97159,Yucatán,Mérida,9999904158,,
Hotelería y Restaurantes,TUTIS PASTAS,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,14,0,SN,,,MEXICO ORIENTE,97137,Yucatán,Mérida,,,
Hotelería y Restaurantes,UMAMI BAO,,722516,Restaurantes de autoservicio,0 a 5 personas,14,0,SN,,,MEXICO ORIENTE,97137,Yucatán,Mérida,9996398334,,
Hotelería y Restaurantes,VENA DE PANUCHOS Y TAMALES SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,CACALCHEN,97460,Yucatán,Cacalchén,,,
Hotelería y Restaurantes,VENTA DE ALITAS TASTE TWIST,,722516,Restaurantes de autoservicio,0 a 5 personas,14,0,SN,,,CHUBURNA,97321,Yucatán,Progreso,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,,SN,,,DZITAS,97660,Yucatán,Dzitás,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,51,,0,,SANAHCAT,97587,Yucatán,Sanahcat,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,0,,TIXCACALCUPUL,97762,Yucatán,Tixcacalcupul,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,218,,0,,PETKANCHE,97145,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,YAXCABA,97920,Yucatán,Yaxcabá,9881035245,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS DOÑA LUPITA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,14,0,SN,,,SUDZAL,97676,Yucatán,Sudzal,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS EL SAZON DE LA ABUELA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,53,,,,SANAHCAT,97587,Yucatán,Sanahcat,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS JUAN DIEGO,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,102,,0,,ACANCEH,97380,Yucatán,Acanceh,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS REGIONALES SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,0,,EMILIANO ZAPATA,97540,Yucatán,Izamal,9889674213,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,CHAN CENOTE,97717,Yucatán,Tizimín,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,,SN,,,TEYA,97524,Yucatán,Teya,9911151149,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,QUINTANA ROO,97655,Yucatán,Quintana Roo,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,TINUM,97750,Yucatán,Tinum,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,81,,,,HALACHO,97830,Yucatán,Halachó,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,,SN,,,BOKOBA,97466,Yucatán,Bokobá,9911024755,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,TEMPLO EBEN EZER DEL CONCILIO NACIONAL DE LAS ASANBLEAS DE DIOS AR,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,CENTRO,97950,Yucatán,Tixmehuac,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,XIUC,97730,Yucatán,Espita,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,,DOMICILIO CONOCIDO,,,CENTRO,97751,Yucatán,Tinum,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,HALACHO,97830,Yucatán,Halachó,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,91,,0,,TEKANTO,97520,Yucatán,Tekantó,9911137947,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,,SN,,,FERNANDO NOVELO,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,MUNA,97840,Yucatán,Muna,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,YAXCABA,97920,Yucatán,Yaxcabá,,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,EMILIANO ZAPATA,97540,Yucatán,Izamal,9881057149,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,CENTRO,97425,Yucatán,Yobaín,9995709266,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,,SN,,,TEYA,97524,Yucatán,Teya,9881002599,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS SINNOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,DZONCAUICH,97646,Yucatán,Dzoncauich,9911098688,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS YUCATECOS EL SABOR DEL WIRO,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,,SN,,,CAUCEL PUEBLO,97300,Yucatán,Mérida,9994490710,,
Hotelería y Restaurantes,VENTA DE ANTOJITOS YUCATECOS GISELL,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,CUNCUNUL,97766,Yucatán,Cuncunul,9851252330,,
Hotelería y Restaurantes,VENTA DE CARNE ASADA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,14,0,SN,,,CHABLEKAL,97305,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE CARNES LA PARRILLADA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,14,0,SN,,,CHEMAX,97770,Yucatán,Chemax,9841351963,,
Hotelería y Restaurantes,VENTA DE CENAS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,CENTRO,97854,Yucatán,Dzán,9971074197,,
Hotelería y Restaurantes,VENTA DE COCHINITA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,14,102,H,0,,ACANCEH,97380,Yucatán,Acanceh,9881038732,,
Hotelería y Restaurantes,VENTA DE COCHINITA SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,BENITO JUAREZ,97990,Yucatán,Akil,,,
Hotelería y Restaurantes,VENTA DE COCHINITA Y LECHON,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,250,,0,,SAN JUAN,97430,Yucatán,Motul,,,
Hotelería y Restaurantes,VENTA DE COMIDA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,0,,MANZANA 011,97390,Yucatán,Umán,9991166616,,
Hotelería y Restaurantes,VENTA DE COMIDA,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,14,,SN,,,BACA,97450,Yucatán,Baca,,,
Hotelería y Restaurantes,VENTA DE COMIDA A FUEGO LENTO,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,14,0,SN,,,FERNANDO NOVELO,97782,Yucatán,Valladolid,9051060984,,
Hotelería y Restaurantes,VENTA DE COMIDA DOÑA EVA,,722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,14,0,SN,,,TIMUCUY,97377,Yucatán,Timucuy,9992626788,,
Hotelería y Restaurantes,VENTA DE COMIDA PARA LLEVAR SIN NOMBRE,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,14,,DOMICILIO CONOCIDO,,,CENTRO,97751,Yucatán,Tinum,,,
Hotelería y Restaurantes,VENTA DE COMIDA RAPIDA ROCK N ROLL BURGUER,,722516,Restaurantes de autoservicio,0 a 5 personas,14,32,,,,FLOR CAMPESTRE,97782,Yucatán,Valladolid,9851020183,,
Hotelería y Restaurantes,VENTA DE COMIDA REGIONAL PANUCHOS Y SALBUTES,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,14,664,,,,DEL PARQUE,97160,Yucatán,Mérida,9991529615,,
Hotelería y Restaurantes,VENTA DE COMIDA SIN NOMBRE,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,14,0,SN,,,SUMA,97527,Yucatán,Suma,9911066106,,
Hotelería y Restaurantes,VENTA DE COMIDA SIN NOMBRE,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,14,271,,,,MARIA LUISA,97199,Yucatán,Mérida,9991658922,,
Hotelería y Restaurantes,VENTA DE COMIDA SIN NOMBRE,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,14,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,VENTA DE COMIDA SIN NOMBRE,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,14,,SN,,,DZIDZANTUN,97500,Yucatán,Dzidzantún,9911080692,,
Hotelería y Restaurantes,VENTA DE DESAYUNOS CLARITA,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,14,,SN,,,CAUCEL PUEBLO,97300,Yucatán,Mérida,9999078799,,
Hotelería y Restaurantes,VENTA DE DESAYUNOS EBEN EZER,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,14,,SN,,,CACALCHEN,97460,Yucatán,Cacalchén,,,
Hotelería y Restaurantes,VENTA DE DESAYUNOS LILYS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,RIO LAGARTOS,97720,Yucatán,Río Lagartos,9861036680,,
Hotelería y Restaurantes,VENTA DE DESAYUNOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,TIMUCUY,97377,Yucatán,Timucuy,9994990823,,
Hotelería y Restaurantes,VENTA DE EMPANADAS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,,SN,,,CHEMAX,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,VENTA DE FRITURAS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,SINANCHE,97420,Yucatán,Sinanché,9911073033,,
Hotelería y Restaurantes,VENTA DE FRITURAS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,SINANCHE,97420,Yucatán,Sinanché,,,
Hotelería y Restaurantes,VENTA DE GRANIZADOS,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,14,0,SN,,,DZEMUL,97404,Yucatán,Dzemul,,,
Hotelería y Restaurantes,VENTA DE HAMBURGUESAS,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",6 a 10 personas,14,0,SN,,,CENTRO,97450,Yucatán,Baca,9911086762,,
Hotelería y Restaurantes,VENTA DE HAMBURGUESAS DANNY MASTER,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",6 a 10 personas,14,614,,,,FRACCIONAMIENTO DEL PARQUE,97160,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE HAMBURGUESAS SIN NOMBRE,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,14,93,,,,DZIDZANTUN,97500,Yucatán,Dzidzantún,9911097613,,
Hotelería y Restaurantes,VENTA DE HOT DOGS,,722516,Restaurantes de autoservicio,0 a 5 personas,14,0,SN,,,BENITO JUAREZ,97990,Yucatán,Akil,9971054040,,
Hotelería y Restaurantes,VENTA DE JUGOS NATURALES,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,14,0,SN,0,,CENTRO,97690,Yucatán,Sotuta,9994180330,,
Hotelería y Restaurantes,VENTA DE MARISCOS SIN NOMBRE,,722512,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,14,0,SN,,,PANABA,97610,Yucatán,Panabá,9861032297,,
Hotelería y Restaurantes,VENTA DE MICHELADAS DE TEMPORADA LOS CHAKIS,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,14,0,SN,,,COMISARIA CAUCEL,97300,Yucatán,Mérida,9995077740,,
Hotelería y Restaurantes,VENTA DE PANUCHOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,,SN,,,TELCHAC PUEBLO,97400,Yucatán,Telchac Pueblo,,,
Hotelería y Restaurantes,VENTA DE PANUCHOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,CUZAMA,97577,Yucatán,Cuzamá,9991168100,,
Hotelería y Restaurantes,VENTA DE PANUCHOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,250,,0,,VERGEL,97173,Yucatán,Mérida,9994409410,,
Hotelería y Restaurantes,VENTA DE PANUCHOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,0,,CACALCHEN,97460,Yucatán,Cacalchén,,,
Hotelería y Restaurantes,VENTA DE PANUCHOS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,,,HUHI,97590,Yucatán,Huhí,,,
Hotelería y Restaurantes,VENTA DE PANUCHOS Y EMPANADAS SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,,SN,,,SAN LAZARO,97740,Yucatán,Temozón,,,
Hotelería y Restaurantes,VENTA DE PERRITOS Y HAMBURGUESAS MASTER BURGER,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,14,0,SN,,,PANABA,97610,Yucatán,Panabá,9861070951,,
Hotelería y Restaurantes,VENTA DE PESCADO,,722512,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,14,0,SN,,,VALLADOLID,97782,Yucatán,Valladolid,,,
Hotelería y Restaurantes,VENTA DE PIZZAS ROSMAR,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",6 a 10 personas,14,89,,0,,CENTRO,97590,Yucatán,Huhí,9999087983,,
Hotelería y Restaurantes,VENTA DE POSTRES SIN NOMBRE,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,14,115,,,,3,97390,Yucatán,Umán,,,
Hotelería y Restaurantes,VENTA DE TACOS AL PASTOR SIN NOMBRE,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,14,0,SN,,,BUCTZOTZ YUCATAN,97620,Yucatán,Buctzotz,9911164940,,
Hotelería y Restaurantes,VENTA DE TAMALES,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,14,0,SN,,,SAN JUAN,97740,Yucatán,Temozón,,,
Hotelería y Restaurantes,VENTA DE TAMALES SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,0,,CEPEDA,97835,Yucatán,Halachó,,,
Hotelería y Restaurantes,VENTA DE TAMALITOS,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,14,270,,0,,JUAN B SOSA,97205,Yucatán,Mérida,,,
Hotelería y Restaurantes,VENTA DE TORTAS Y TACOS CHUCUA,,722514,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,14,0,SN,,,SANAHCAT,97587,Yucatán,Sanahcat,,,
Hotelería y Restaurantes,VENTA JUGOS NATURALES SIN NOMBRE,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,14,56,,,,FLOR CAMPESTRE,97780,Yucatán,Valladolid,,,
Hotelería y Restaurantes,VENTA PAÑUCHOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,14,0,SN,0,,CUZAMA,97577,Yucatán,Cuzamá,,,
Hotelería y Restaurantes,ALA VENTA DE ANTOJITOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,88,,,,MAXCANU,97800,Yucatán,Maxcanú,,,
Hotelería y Restaurantes,ANTOJITOS,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,0,,CALLE,97813,Yucatán,Opichén,,,
Hotelería y Restaurantes,ANTOJITOS ARLENE CHAN,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,CENTRO,97690,Yucatán,Sotuta,9881010562,,
Hotelería y Restaurantes,ANTOJITOS CHOCHE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,MAXCANU,97800,Yucatán,Maxcanú,9971059247,,
Hotelería y Restaurantes,ANTOJITOS DEL AMIGO CHICK,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",6 a 10 personas,13,,SN,,,CEPEDA,97835,Yucatán,Halachó,9992388212,,
Hotelería y Restaurantes,ANTOJITOS DOÑA MARY,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,0,,PARAISO,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,ANTOJITOS EL AMIGO OCH,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,CENTRO,97690,Yucatán,Sotuta,9993249267,,
Hotelería y Restaurantes,ANTOJITOS LA GUADALUPANA,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,SANTA ROSA,97370,Yucatán,Kanasín,9996153508,,
Hotelería y Restaurantes,ANTOJITOS LA TIA DELFINA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,13,0,SN,0,,PARAISO,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,ANTOJITOS LEYDI,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,211,A,0,,CALLE,97862,Yucatán,Ticul,9971247608,,
Hotelería y Restaurantes,ANTOJOS LOCOS,,722412,"Bares, cantinas y similares",0 a 5 personas,13,201,A,0,,CALLE,97862,Yucatán,Ticul,9971129944,,
Hotelería y Restaurantes,ANTOLITOS LULU,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,PARAISO,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,ASADERO LA MERCED,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,POPOLA,97790,Yucatán,Valladolid,9851122862,,
Hotelería y Restaurantes,ASADERO VALERIA,,722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,13,0,SN,,,TEKOM,97768,Yucatán,Tekom,,,
Hotelería y Restaurantes,AYUDA EN TAREAS Y VENTA DE ELOTES Y ESQUITES PREPARADOS SIN NOMBRE,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,13,381,,,,AMPLIACION JUAN PABLO II,97246,Yucatán,Mérida,9993315478,,
Hotelería y Restaurantes,BAR ALONZO,,722412,"Bares, cantinas y similares",0 a 5 personas,13,0,SN,,,ITZIMNA,97100,Yucatán,Mérida,9999973966,,
Hotelería y Restaurantes,CAFETERIA AMAZA ARBOL,,722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,13,80,,,,MEXICO,97128,Yucatán,Mérida,9902382487,,
Hotelería y Restaurantes,CENAS PARA LLEVAR SIN NOMBRE,,722513,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,13,0,SN,,,CENTRO,97990,Yucatán,Akil,9992757889,,
Hotelería y Restaurantes,CLUB DE NUTRICION HERVALIFE,,722519,Servicios de preparación de otros alimentos para consumo inmediato,0 a 5 personas,13,0,SN,0,,DZIDZANTUN,97500,Yucatán,Dzidzantún,9911038300,,
Hotelería y Restaurantes,COCINA ECONOMICA ADDY,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,0,SN,,,DZILAM DE BRAVO,97606,Yucatán,Dzilam de Bravo,9911117975,,
Hotelería y Restaurantes,COCINA ECONOMICA DOÑA TETE,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,0,SN,0,,CHUBURNA,97321,Yucatán,Progreso,9992208883,,
Hotelería y Restaurantes,COCINA ECONOMICA DOS NIETOS,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,0,SN,,,CHUBURNA,97336,Yucatán,Progreso,9992192676,,
Hotelería y Restaurantes,COCINA ECONOMICA FABY,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,,SN,,,SAN ROMAN,97390,Yucatán,Umán,9999014898,,
Hotelería y Restaurantes,COCINA ECONOMICA GALLOS BURGUER,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,102,,0,,CENTRO,97500,Yucatán,Dzidzantún,9911155924,,
Hotelería y Restaurantes,COCINA ECONOMICA LA TRADICION DE DOÑA MARY,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,251,,251,,EL PRADOCHUBURNA,97203,Yucatán,Mérida,9999921137,,
Hotelería y Restaurantes,COCINA ECONOMICA LA TRECE,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,6 a 10 personas,13,546,,,,MAYA,97134,Yucatán,Mérida,,,
Hotelería y Restaurantes,COCINA ECONOMICA LOS NIETOS,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,6 a 10 personas,13,0,SN,,,DZILAM DE BRAVO,97606,Yucatán,Dzilam de Bravo,9911149462,,
Hotelería y Restaurantes,COCINA ECONOMICA LOS TRES REYES,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,247,,0,,SAN PEDRO NOH PAT,97370,Yucatán,Kanasín,9991344755,,
Hotelería y Restaurantes,COCINA ECONOMICA MARISOL,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,105,,0,,COLONIA SAN ANTONIO CINTA,97139,Yucatán,Mérida,9991572441,,
Hotelería y Restaurantes,COCINA ECONOMICA PAULITA,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,0,SN,0,,PARAISO,97770,Yucatán,Chemax,,,
Hotelería y Restaurantes,COCINA ECONOMICA SAN CARLOS,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,283,,,,SAN CARLOS,97130,Yucatán,Mérida,9992179857,,
Hotelería y Restaurantes,COCINA ECONOMICA SAN DAMIAN,,722518,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,13,301,,0,,GARCIA GINERES,97070,Yucatán,Mérida,9991518011,,
